40 1 40 40 40
40 2 80 79 40
40 3 120 79 40
40 4 160 93 40
40 5 200 105 40
40 6 240 114 40
40 7 280 116 40
40 8 320 119 40
40 9 360 129 40
40 10 400 133 40
40 11 440 137 40
40 12 480 145 40
40 13 520 147 40
40 14 560 147 40
40 15 600 149 40
40 16 640 158 40
40 17 680 156 40
40 18 720 158 40
40 19 760 164 40
40 20 800 162 40
40 21 840 172 40
40 22 880 167 40
40 23 920 167 40
40 24 960 167 40
40 25 1000 171 40
40 26 1040 171 40
40 27 1080 173 40
40 28 1120 173 40
40 29 1160 174 40
40 30 1200 174 40
40 31 1240 174 40
40 32 1280 175 40
40 33 1320 176 40
40 34 1360 178 40
40 35 1400 179 40
40 36 1440 180 40
40 37 1480 181 40
40 38 1520 182 40
40 39 1560 183 40
