80 1 80 80 80
80 2 160 103 80
80 3 240 159 80
80 4 320 201 80
80 5 400 234 80
80 6 480 229 80
80 7 560 236 80
80 8 640 283 80
80 9 720 285 80
80 10 800 287 80
80 11 880 281 80
80 12 960 296 80
80 13 1040 301 80
80 14 1120 308 80
80 15 1200 309 80
80 16 1280 313 80
80 17 1360 325 80
80 18 1440 340 80
80 19 1520 347 80
80 20 1600 350 80
80 21 1680 347 80
80 22 1760 357 80
80 23 1840 354 80
80 24 1920 355 80
80 25 2000 357 80
80 26 2080 359 80
80 27 2160 369 80
80 28 2240 364 80
80 29 2320 368 80
80 30 2400 374 80
80 31 2480 374 80
80 32 2560 385 80
80 33 2640 383 80
80 34 2720 382 80
80 35 2800 395 80
80 36 2880 392 80
80 37 2960 399 80
80 38 3040 394 80
80 39 3120 397 80
80 40 3200 399 80
80 41 3280 405 80
80 42 3360 397 80
80 43 3440 405 80
80 44 3520 413 80
80 45 3600 404 80
80 46 3680 415 80
80 47 3760 412 80
80 48 3840 413 80
80 49 3920 419 80
80 50 4000 410 80
80 51 4080 412 80
80 52 4160 412 80
80 53 4240 413 80
80 54 4320 418 80
80 55 4400 422 80
80 56 4480 420 80
80 57 4560 422 80
80 58 4640 423 80
80 59 4720 423 80
80 60 4800 423 80
80 61 4880 422 80
80 62 4960 423 80
80 63 5040 423 80
80 64 5120 424 80
80 65 5200 427 80
80 66 5280 426 80
80 67 5360 431 80
80 68 5440 429 80
80 69 5520 431 80
80 70 5600 431 80
80 71 5680 432 80
80 72 5760 433 80
80 73 5840 434 80
80 74 5920 434 80
80 75 6000 437 80
80 76 6080 437 80
80 77 6160 438 80
80 78 6240 439 80
80 79 6320 439 80
