60 1 60 60 60
60 2 120 118 60
60 3 180 119 60
60 4 240 123 60
60 5 300 154 60
60 6 360 173 60
60 7 420 176 60
60 8 480 198 60
60 9 540 202 60
60 10 600 196 60
60 11 660 215 60
60 12 720 197 60
60 13 780 226 60
60 14 840 224 60
60 15 900 229 60
60 16 960 238 60
60 17 1020 239 60
60 18 1080 245 60
60 19 1140 243 60
60 20 1200 256 60
60 21 1260 252 60
60 22 1320 259 60
60 23 1380 266 60
60 24 1440 259 60
60 25 1500 266 60
60 26 1560 271 60
60 27 1620 271 60
60 28 1680 271 60
60 29 1740 274 60
60 30 1800 273 60
60 31 1860 274 60
60 32 1920 275 60
60 33 1980 278 60
60 34 2040 283 60
60 35 2100 283 60
60 36 2160 281 60
60 37 2220 286 60
60 38 2280 291 60
60 39 2340 294 60
60 40 2400 294 60
60 41 2460 293 60
60 42 2520 296 60
60 43 2580 296 60
60 44 2640 294 60
60 45 2700 298 60
60 46 2760 299 60
60 47 2820 298 60
60 48 2880 298 60
60 49 2940 302 60
60 50 3000 302 60
60 51 3060 301 60
60 52 3120 302 60
60 53 3180 301 60
60 54 3240 302 60
60 55 3300 301 60
60 56 3360 303 60
60 57 3420 303 60
60 58 3480 303 60
60 59 3540 303 60
