50 1 50 50 50
50 2 100 78 50
50 3 150 99 50
50 4 200 133 50
50 5 250 137 50
50 6 300 143 50
50 7 350 146 50
50 8 400 149 50
50 9 450 163 50
50 10 500 166 50
50 11 550 183 50
50 12 600 176 50
50 13 650 189 50
50 14 700 188 50
50 15 750 189 50
50 16 800 196 50
50 17 850 198 50
50 18 900 200 50
50 19 950 206 50
50 20 1000 203 50
50 21 1050 208 50
50 22 1100 211 50
50 23 1150 215 50
50 24 1200 217 50
50 25 1250 217 50
50 26 1300 221 50
50 27 1350 222 50
50 28 1400 218 50
50 29 1450 224 50
50 30 1500 224 50
50 31 1550 224 50
50 32 1600 225 50
50 33 1650 226 50
50 34 1700 230 50
50 35 1750 233 50
50 36 1800 229 50
50 37 1850 231 50
50 38 1900 235 50
50 39 1950 238 50
50 40 2000 238 50
50 41 2050 238 50
50 42 2100 240 50
50 43 2150 238 50
50 44 2200 240 50
50 45 2250 240 50
50 46 2300 243 50
50 47 2350 241 50
50 48 2400 243 50
50 49 2450 243 50
