90 1 90 90 90
90 2 180 175 90
90 3 270 179 90
90 4 360 261 90
90 5 450 239 90
90 6 540 254 90
90 7 630 266 90
90 8 720 270 90
90 9 810 295 90
90 10 900 305 90
90 11 990 331 90
90 12 1080 328 90
90 13 1170 338 90
90 14 1260 349 90
90 15 1350 349 90
90 16 1440 355 90
90 17 1530 359 90
90 18 1620 379 90
90 19 1710 377 90
90 20 1800 381 90
90 21 1890 399 90
90 22 1980 392 90
90 23 2070 400 90
90 24 2160 393 90
90 25 2250 417 90
90 26 2340 412 90
90 27 2430 404 90
90 28 2520 424 90
90 29 2610 421 90
90 30 2700 423 90
90 31 2790 424 90
90 32 2880 425 90
90 33 2970 429 90
90 34 3060 437 90
90 35 3150 437 90
90 36 3240 442 90
90 37 3330 449 90
90 38 3420 456 90
90 39 3510 442 90
90 40 3600 451 90
90 41 3690 455 90
90 42 3780 463 90
90 43 3870 459 90
90 44 3960 464 90
90 45 4050 467 90
90 46 4140 470 90
90 47 4230 462 90
90 48 4320 480 90
90 49 4410 470 90
90 50 4500 479 90
90 51 4590 475 90
90 52 4680 475 90
90 53 4770 473 90
90 54 4860 478 90
90 55 4950 476 90
90 56 5040 478 90
90 57 5130 481 90
90 58 5220 480 90
90 59 5310 481 90
90 60 5400 482 90
90 61 5490 479 90
90 62 5580 481 90
90 63 5670 483 90
90 64 5760 484 90
90 65 5850 486 90
90 66 5940 488 90
90 67 6030 488 90
90 68 6120 490 90
90 69 6210 496 90
90 70 6300 491 90
90 71 6390 498 90
90 72 6480 498 90
90 73 6570 496 90
90 74 6660 499 90
90 75 6750 497 90
90 76 6840 501 90
90 77 6930 499 90
90 78 7020 501 90
90 79 7110 502 90
90 80 7200 504 90
90 81 7290 505 90
90 82 7380 510 90
90 83 7470 506 90
90 84 7560 508 90
90 85 7650 507 90
90 86 7740 507 90
90 87 7830 509 90
90 88 7920 509 90
90 89 8010 510 90
